Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Region,IncomeGroup
Chile,CHL,4110000000.0,4829238095.0,5631285444.0,5591307028.0,5964195925.0,6108679126.0,7162633082.0,7057478295.0,7192102967.0,8359596194.0,9144112431.0,10876091408.0,11833904488.0,16826390944.0,16209693232.0,7621570062.0,10338624019.0,13965595122.0,15992038535.0,21806136346.0,29036709872.0,34509878044.0,19529291465.0,20362016672.0,19671768024.0,17717662228.0,18897110626.0,22250729667.0,26042571616.0,29936735491.0,33137824762.0,37846188228.0,45949608552.0,49287378599.0,56998601184.0,73444831671.0,78584098983.0,85741415285.0,81990010704.0,75578685736.0,78339750722.0,71574739561.0,70264045939.0,76492579644.0,99075985773.0,122000000000.0,154000000000.0,172000000000.0,180000000000.0,172000000000.0,217000000000.0,251000000000.0,267000000000.0,277000000000.0,260000000000.0,242000000000.0,249000000000.0,276000000000.0,296000000000.0,278000000000.0,254000000000.0,316000000000.0,302000000000.0,336000000000.0,Latin America & Caribbean,High income
China,CHN,59716249311.0,50056685957.0,47209186415.0,50706614526.0,59708125204.0,70436008642.0,76720005492.0,72881364882.0,70846276051.0,79705614855.0,92602634892.0,99800593791.0,114000000000.0,139000000000.0,144000000000.0,163000000000.0,154000000000.0,175000000000.0,150000000000.0,178000000000.0,191000000000.0,196000000000.0,205000000000.0,231000000000.0,260000000000.0,309000000000.0,301000000000.0,273000000000.0,312000000000.0,348000000000.0,361000000000.0,383000000000.0,427000000000.0,445000000000.0,564000000000.0,734000000000.0,864000000000.0,962000000000.0,1030000000000.0,1090000000000.0,1210000000000.0,1340000000000.0,1470000000000.0,1660000000000.0,1960000000000.0,2290000000000.0,2750000000000.0,3550000000000.0,4590000000000.0,5100000000000.0,6090000000000.0,7550000000000.0,8530000000000.0,9570000000000.0,10500000000000.0,11100000000000.0,11200000000000.0,12300000000000.0,13900000000000.0,14300000000000.0,14700000000000.0,17800000000000.0,17900000000000.0,17800000000000.0,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,546203559.3,618245634.2,645284473.7,761047198.0,921063326.6,919771228.8,1024102880.0,1082922725.0,1281281277.0,1361360293.0,1455482795.0,1584128509.0,1849400402.0,2508421426.0,3070152309.0,3893839190.0,4662053825.0,6265068189.0,7900526298.0,9142933967.0,10175617609.0,8432589942.0,7567110849.0,6838184773.0,6841639247.0,6977650644.0,9158302100.0,10087654465.0,10255169806.0,9757410645.0,10795850583.0,10492628581.0,11152971274.0,11045760288.0,8313557510.0,11000146267.0,18071152831.0,18047558038.0,19619654756.0,18870992456.0,16577533892.0,16810537044.0,18054383321.0,21251754340.0,23510575681.0,24036918703.0,25281413263.0,28760090953.0,34078240293.0,33886813250.0,34936307980.0,36693710801.0,36302302877.0,42760235485.0,48843005614.0,45815005169.0,48407761037.0,52512343997.0,58522477787.0,60382894697.0,63027852805.0,72794636654.0,70173140101.0,78788828907.0,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,614206068.5,652777608.3,694247864.4,718320845.0,776650176.9,814083265.5,851112534.6,936175260.0,1046191218.0,1100551489.0,1151216993.0,1236941394.0,1498251890.0,1901393361.0,2157415533.0,2857037371.0,2898090002.0,3394664024.0,4662852583.0,5919002983.0,6674569047.0,6610938617.0,6611255964.0,6870200010.0,7311938026.0,8544810498.0,11857056199.0,13049659981.0,12236057362.0,11012566195.0,12314482628.0,11840192296.0,12071775335.0,16181814713.0,8902446252.0,10864772471.0,11093538846.0,10789458433.0,11298144990.0,11565826459.0,10566579295.0,10953485345.0,12417251342.0,15970315030.0,18826214125.0,19509852220.0,20910512979.0,23928250409.0,27715142006.0,27932970297.0,27507501809.0,30630910513.0,30155062302.0,33728621190.0,36386544715.0,32210233021.0,33814337041.0,36098547059.0,39955552190.0,39667757528.0,40773241177.0,44993521774.0,43644068311.0,47945510090.0,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8850000000.0,10768000000.0,5820475672.0,5643416613.0,5771456952.0,6090838693.0,6217805821.0,4711259427.0,19088046306.0,7438189100.0,8728038525.0,8937567060.0,10297483481.0,11964484466.0,14451901696.0,16737071816.0,19788515590.0,18648372553.0,21565721045.0,25839749199.0,29306235285.0,32679745048.0,35909040926.0,37917706497.0,37134801555.0,38019264795.0,47568210010.0,51775829877.0,48716961860.0,55328482784.0,65801547620.0,66383287003.0,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,131731862.8,151675738.9,166521239.7,172233430.7,185693724.9,198318064.0,220613582.0,237397428.1,251247457.8,265040036.4,274960699.9,322128019.0,410669263.7,541973362.6,585364634.5,767102680.2,754549601.4,765224029.3,878771772.2,1198749667.0,1705796853.0,1993512323.0,2160640565.0,2097274290.0,2193581365.0,2160872540.0,1849268212.0,2297753652.0,2212536312.0,2389593026.0,2798746050.0,2724853506.0,2933222703.0,2684323623.0,1769365438.0,2116003868.0,2540697539.0,2322719103.0,1949481379.0,2354772960.0,3227927698.0,2796704604.0,3034250924.0,3503723088.0,4656974940.0,6650001680.0,8072305029.0,8782703437.0,11649857673.0,9723299915.0,13148396212.0,15655383577.0,17692911296.0,17958720699.0,17919321083.0,12434793868.0,10931328150.0,11834473048.0,14773900278.0,13976637329.0,11468688141.0,14825690210.0,15817030157.0,15321055818.0,Sub-Saharan Africa,Lower middle income
Colombia,COL,4031152977.0,4540447761.0,4955538219.0,4836166667.0,5973366667.0,5760761905.0,5428518519.0,5825170438.0,5960212869.0,6450175214.0,7198360460.0,7820380971.0,8671358733.0,10315760000.0,12370029584.0,13098633902.0,15341403660.0,19470960619.0,23263511958.0,27940411250.0,33400735644.0,36388366869.0,38968039722.0,38729822782.0,38253120738.0,34894419443.0,34942489684.0,36373307085.0,39212550050.0,39540080200.0,47844090710.0,49637993949.0,58394443378.0,66474101301.0,81705497617.0,92495970511.0,97153389011.0,107000000000.0,98486358581.0,86278947637.0,99875074951.0,98200641203.0,97945812803.0,94644969157.0,117000000000.0,146000000000.0,162000000000.0,206000000000.0,243000000000.0,232000000000.0,286000000000.0,335000000000.0,371000000000.0,382000000000.0,381000000000.0,293000000000.0,283000000000.0,312000000000.0,334000000000.0,323000000000.0,270000000000.0,319000000000.0,345000000000.0,364000000000.0,Latin America & Caribbean,Upper middle income
Comoros,COM,,,,,,,,,,,,,,,,,,,,,212218261.6,196349931.5,184009013.6,191621954.9,184697225.6,196726096.3,279197721.8,337525852.6,356500032.7,341476768.3,429622177.7,424108769.5,457388651.5,452881475.1,319189184.3,398461797.0,396053805.9,364445600.5,370106745.9,382454989.9,351136579.6,378512024.1,425964681.0,546885222.7,633706110.8,653845169.2,698431793.9,795673152.9,915659108.0,905341172.7,907978730.9,1023086274.0,1015843491.0,1116224107.0,1149587661.0,966029600.9,1012835493.0,1077439757.0,1188797449.0,1195019532.0,1225039197.0,1296089480.0,1242519408.0,1352380972.0,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,142246815.3,139468209.1,140630679.0,138476175.6,132019038.6,137728204.8,190651167.6,235253064.7,264308140.3,267448571.4,306890962.6,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979269.8,490608657.9,521910560.5,592416703.1,539227277.6,563090490.4,620507387.5,813260468.9,924940011.8,972241676.9,1107571458.0,1649621739.0,1959620648.0,1852334575.0,1824751468.0,2046817987.0,1913081210.0,2028910915.0,2041930125.0,1749857620.0,1849789986.0,1996741540.0,2205099507.0,2252177124.0,1821565614.0,2051842610.0,2303738020.0,2587252076.0,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,507513830.0,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077147538.0,1238251696.0,1528925846.0,1666544754.0,1960863466.0,2412555426.0,3072427013.0,3523208810.0,4035519323.0,4831447001.0,2623803096.0,2606623555.0,3146772631.0,3660477856.0,3919203960.0,4418983871.0,4532952047.0,4614629898.0,5251025767.0,5711687787.0,7196276092.0,8564041916.0,9582868487.0,10486787008.0,11578594260.0,11678424507.0,12614602382.0,13684255947.0,14254866281.0,15013629659.0,15976174337.0,16578820687.0,17271760507.0,18610594846.0,20040642477.0,22715540325.0,26884700345.0,30801744882.0,30745714313.0,37658614804.0,42762613700.0,47231655431.0,50949668841.0,52016408952.0,56441920821.0,58847019610.0,60516044657.0,62420164992.0,64417670521.0,62395610760.0,64960725734.0,69243626029.0,86497941439.0,Latin America & Caribbean,Upper middle income
Cuba,CUB,,,,,,,,,,,5693005200.0,6914658400.0,8135150892.0,9987709650.0,11405957317.0,13027415244.0,13789579903.0,14206158675.0,17844705325.0,19584443288.0,19912889861.0,20150254096.0,20953510235.0,22204940512.0,24039383608.0,22920490774.0,24226574634.0,25213935012.0,27458999472.0,27023468666.0,28645436569.0,24316556026.0,22085858243.0,22367254865.0,28448326757.0,30429803651.0,25017368700.0,25365908100.0,25736331200.0,28364615200.0,30565400000.0,31682400000.0,33590500000.0,35901200000.0,38203000000.0,42643836100.0,48835925926.0,54262870370.0,56302129630.0,57481481481.0,59562962963.0,68990000000.0,73141000000.0,77148000000.0,80656100000.0,87132800000.0,91370407864.0,96850649692.0,100000000000.0,103000000000.0,107000000000.0,83575805723.0,85683606339.0,87824253449.0,Latin America & Caribbean,Upper middle income
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930092235.0,3012836257.0,3033568603.0,3059406983.0,3058779218.0,3024690168.0,3033433240.0,3046364804.0,3026124134.0,2534327598.0,2739608133.0,3073840325.0,2860617515.0,Latin America & Caribbean,High income
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288282.0,4466278031.0,4585948969.0,4281714618.0,4156841164.0,4186073160.0,4291004486.0,4405796081.0,4562853582.0,4708167255.0,4909322200.0,5166281293.0,5530178499.0,5941896600.0,5655357984.0,6060026510.0,6600844002.0,6600844002.0,Latin America & Caribbean,High income
Cyprus,CYP,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974.0,964026512.2,1288715210.0,2154311277.0,2087496374.0,2159242417.0,2160364071.0,2278248953.0,2430411900.0,3090734463.0,3704813886.0,4278792597.0,4563482604.0,5591130218.0,5770197348.0,6912150456.0,6590291048.0,7425703929.0,9933133247.0,10011918444.0,9547818700.0,10248617647.0,10497908306.0,9985844486.0,10397897086.0,11420227885.0,14547325028.0,17320552500.0,18433411267.0,20072786351.0,23968764030.0,27844698989.0,26048249357.0,25799940416.0,27641551807.0,25047433100.0,23959708956.0,23225912185.0,19909269064.0,21046452116.0,22946583375.0,25597301191.0,25947020102.0,25227189745.0,29482912835.0,29250532020.0,32229622669.0,Europe & Central Asia,High income
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705.0,29859921159.0,34805013230.0,40866748705.0,47850203856.0,60147174077.0,67387788633.0,62180159376.0,66807429711.0,65173130995.0,61828166496.0,67808032980.0,82196001051.0,100000000000.0,120000000000.0,137000000000.0,156000000000.0,190000000000.0,237000000000.0,207000000000.0,209000000000.0,230000000000.0,209000000000.0,212000000000.0,209000000000.0,188000000000.0,196000000000.0,219000000000.0,249000000000.0,253000000000.0,246000000000.0,282000000000.0,291000000000.0,331000000000.0,Europe & Central Asia,High income
Germany,DEU,84310950194.0,96205728658.0,106000000000.0,112000000000.0,123000000000.0,134000000000.0,143000000000.0,145000000000.0,156000000000.0,177000000000.0,216000000000.0,250000000000.0,300000000000.0,398000000000.0,445000000000.0,491000000000.0,520000000000.0,600000000000.0,740000000000.0,881000000000.0,950000000000.0,800000000000.0,777000000000.0,771000000000.0,725000000000.0,733000000000.0,1050000000000.0,1300000000000.0,1400000000000.0,1400000000000.0,1770000000000.0,1870000000000.0,2130000000000.0,2070000000000.0,2210000000000.0,2590000000000.0,2500000000000.0,2210000000000.0,2240000000000.0,2190000000000.0,1950000000000.0,1950000000000.0,2080000000000.0,2500000000000.0,2810000000000.0,2850000000000.0,2990000000000.0,3430000000000.0,3750000000000.0,3410000000000.0,3400000000000.0,3750000000000.0,3530000000000.0,3730000000000.0,3890000000000.0,3360000000000.0,3470000000000.0,3690000000000.0,3970000000000.0,3890000000000.0,3890000000000.0,4280000000000.0,4080000000000.0,4460000000000.0,Europe & Central Asia,High income
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,340989528.0,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542.0,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684.0,847918929.1,999105339.3,1049110685.0,1128611700.0,1239144502.0,1353632942.0,2042817163.0,2214679081.0,2424391785.0,2604955229.0,2762581334.0,2913466732.0,3088853639.0,3185150981.0,3385825229.0,3674298479.0,4098530514.0,Middle East & North Africa,Lower middle income
Dominica,DMA,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933.0,135161958.5,151868754.4,171106184.1,185137243.0,201429629.6,219762963.0,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000.0,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520429629.6,540737037.0,576229629.6,521551851.9,554770370.4,611537037.0,504214814.8,555266666.7,607159259.3,653992592.6,Latin America & Caribbean,Upper middle income
Denmark,DNK,6361166313.0,7058360972.0,7953274452.0,8466044672.0,9677400985.0,10870670470.0,11931739859.0,13059064375.0,13505573867.0,15414902267.0,17075457600.0,19085731252.0,23232379952.0,30730626663.0,34160444798.0,40474406216.0,44575892473.0,49784338519.0,60362931854.0,70366241969.0,71127528700.0,61877813965.0,60412844679.0,60644782176.0,59105236854.0,62658568287.0,88078760104.0,109000000000.0,116000000000.0,112000000000.0,138000000000.0,139000000000.0,153000000000.0,143000000000.0,156000000000.0,185000000000.0,188000000000.0,174000000000.0,177000000000.0,178000000000.0,164000000000.0,165000000000.0,179000000000.0,218000000000.0,251000000000.0,264000000000.0,283000000000.0,319000000000.0,353000000000.0,321000000000.0,322000000000.0,344000000000.0,327000000000.0,344000000000.0,353000000000.0,303000000000.0,313000000000.0,332000000000.0,357000000000.0,346000000000.0,355000000000.0,406000000000.0,400000000000.0,404000000000.0,Europe & Central Asia,High income
Dominican Republic,DOM,672399700.0,654100200.0,824100000.0,940799900.0,1025599900.0,888100000.0,983900000.0,1034800000.0,1079100000.0,1230500000.0,1485500000.0,1666500000.0,1987400000.0,2344800000.0,2925700000.0,3599200000.0,3951500000.0,4587100000.0,4734400000.0,5498800000.0,6761300000.0,7561300000.0,8267400000.0,9220600000.0,11594000000.0,5044579979.0,6122128558.0,5827050753.0,5374299981.0,6686593060.0,7073675545.0,9824483340.0,11605382504.0,13081042400.0,14644734599.0,16637370839.0,18241622548.0,20017450041.0,21672215547.0,22136579397.0,24305780629.0,25601823688.0,27137440786.0,21403167848.0,22322387382.0,35777560684.0,37879830084.0,43965458509.0,48122601530.0,48261078914.0,53860187258.0,58029773599.0,60681535653.0,62682159338.0,67179955677.0,71164826837.0,75704647878.0,79998046306.0,85555390139.0,88941372558.0,78844656298.0,94243425938.0,114000000000.0,121000000000.0,Latin America & Caribbean,Upper middle income
Algeria,DZA,2723615451.0,2434747056.0,2001444544.0,2702982018.0,2909316435.0,3136284307.0,3039859187.0,3370870376.0,3852147027.0,4257253264.0,4863526897.0,5077183094.0,6766743957.0,8707858912.0,13209871626.0,15557902754.0,17728240932.0,20972113685.0,26364491313.0,33243706860.0,42345829079.0,44348590461.0,45207167470.0,48801369800.0,53698548293.0,57937868670.0,63692007897.0,66745818375.0,59089396860.0,55634721573.0,62048507531.0,45715676428.0,48003133347.0,49945584453.0,42543176829.0,41764291672.0,46941554225.0,48177612042.0,48187781984.0,48640671735.0,54790398570.0,59413400924.0,61516103406.0,73482264191.0,91913680985.0,107000000000.0,123000000000.0,142000000000.0,180000000000.0,150000000000.0,178000000000.0,218000000000.0,227000000000.0,230000000000.0,239000000000.0,187000000000.0,181000000000.0,190000000000.0,195000000000.0,193000000000.0,165000000000.0,186000000000.0,226000000000.0,240000000000.0,Middle East & North Africa,Upper middle income
Ecuador,ECU,2069464937.0,1753850955.0,1518207704.0,1824343870.0,2244146103.0,2387047396.0,2429308639.0,2553595172.0,2582179864.0,3112165727.0,2862503139.0,2754219271.0,3185986087.0,3891754150.0,6599257044.0,7731674472.0,9091921030.0,11026342618.0,11922497876.0,14175160902.0,17881508242.0,21810759354.0,19929846396.0,17152477037.0,16912509092.0,17149088413.0,15314138472.0,13945426859.0,13051881851.0,13890823705.0,15239272612.0,16988535268.0,18094238119.0,18938717359.0,22708673337.0,24432884442.0,25226393197.0,28162053027.0,27981896948.0,19645272636.0,17539454727.0,23127055000.0,27054197000.0,30965208000.0,35194947000.0,40278849000.0,45690762000.0,49848725000.0,61139438000.0,60094978000.0,68151329000.0,78986648000.0,87735048000.0,96570334000.0,103000000000.0,97209558000.0,97671433000.0,104000000000.0,107000000000.0,108000000000.0,95865472000.0,107000000000.0,117000000000.0,119000000000.0,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,,,,,,4948667540.0,5278005612.0,5605484299.0,5932242991.0,6524455206.0,8042200452.0,8609283346.0,9299638056.0,10098534613.0,9228963225.0,11632178869.0,13315988083.0,14400806876.0,14811704063.0,18020571429.0,21669908176.0,22136081081.0,27655172414.0,30966239814.0,33971188992.0,39053502251.0,41253507951.0,40455616654.0,34980124929.0,39756299050.0,42978914311.0,37387836491.0,41855986519.0,46578631453.0,51897983393.0,60159245060.0,67629716981.0,78436578171.0,84828807556.0,90710704807.0,99838543960.0,96684636119.0,85146067416.0,80288461538.0,78782467532.0,89600665557.0,107000000000.0,130000000000.0,163000000000.0,189000000000.0,219000000000.0,236000000000.0,279000000000.0,288000000000.0,306000000000.0,329000000000.0,332000000000.0,248000000000.0,263000000000.0,319000000000.0,384000000000.0,425000000000.0,477000000000.0,396000000000.0,Middle East & North Africa,Lower middle income
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625.0,693535954.2,686490090.1,745523116.9,688918537.1,706370815.6,752371688.7,729321680.2,870248267.6,1109054005.0,1098424686.0,1211161880.0,1317974491.0,1380188800.0,1856695551.0,1589515447.0,2065001626.0,1737025009.0,1830902703.0,1922593795.0,2018490754.0,2116969655.0,2225776029.0,2333052573.0,2444315314.0,2546210134.0,2642787916.0,2734957578.0,2813043546.0,Sub-Saharan Africa,Low income
Spain,ESP,12433394725.0,14248303793.0,16621504913.0,19645746986.0,21982577365.0,25497831759.0,29580564480.0,32594186212.0,32417481065.0,37117200724.0,40992995008.0,46619420359.0,59132415221.0,78639525985.0,97274006346.0,115000000000.0,119000000000.0,132000000000.0,161000000000.0,215000000000.0,233000000000.0,203000000000.0,196000000000.0,171000000000.0,172000000000.0,181000000000.0,251000000000.0,319000000000.0,376000000000.0,415000000000.0,537000000000.0,577000000000.0,631000000000.0,525000000000.0,531000000000.0,615000000000.0,643000000000.0,590000000000.0,619000000000.0,635000000000.0,598000000000.0,628000000000.0,709000000000.0,907000000000.0,1070000000000.0,1150000000000.0,1260000000000.0,1470000000000.0,1630000000000.0,1490000000000.0,1420000000000.0,1480000000000.0,1320000000000.0,1360000000000.0,1370000000000.0,1200000000000.0,1230000000000.0,1310000000000.0,1420000000000.0,1390000000000.0,1280000000000.0,1450000000000.0,1420000000000.0,1580000000000.0,Europe & Central Asia,High income
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013091682.0,4123011420.0,4502970889.0,4786018988.0,5154420649.0,5674080543.0,5756912266.0,5686579748.0,6254649539.0,7367975888.0,9874013098.0,12145911801.0,14106790200.0,17022870405.0,22449129483.0,24341678629.0,19633031398.0,19523477326.0,23213994093.0,23019150071.0,25115753366.0,26634083965.0,22890762090.0,24072829277.0,26924385103.0,30624720196.0,31290453294.0,31330419851.0,36864792512.0,37921480882.0,40744848828.0,Europe & Central Asia,High income
Ethiopia,ETH,1610511694.0,1680859514.0,1747566307.0,1825058828.0,1984129185.0,2159998591.0,2324466416.0,2461762003.0,2619948865.0,2768987372.0,3045354455.0,3224280835.0,3520252938.0,4070570550.0,4577209966.0,4577047854.0,4943806093.0,5651840585.0,6014961435.0,6586048398.0,7012585454.0,7507663566.0,7899988841.0,8781664427.0,8298309581.0,9717392687.0,10094328898.0,10790001558.0,11181119718.0,11762932007.0,12478943895.0,13799799324.0,10754799037.0,9051043870.0,7100806754.0,7855205207.0,8761215548.0,8803539988.0,8013274132.0,7892973532.0,8242349618.0,8231326016.0,7850809498.0,8623691300.0,10131187261.0,12401139454.0,15280861835.0,19707616773.0,27066912635.0,32437389116.0,29933790334.0,31952763089.0,43310721414.0,47648276605.0,55612228234.0,64589328551.0,74296745208.0,81770886826.0,84269196626.0,95912607722.0,108000000000.0,111000000000.0,127000000000.0,164000000000.0,Sub-Saharan Africa,Low income
Finland,FIN,5279011362.0,5983900493.0,6407225035.0,6958296429.0,7848288358.0,8679620317.0,9305312888.0,9467428626.0,8915770473.0,10176617905.0,11357516988.0,12527405513.0,14743186120.0,19472363467.0,24848821490.0,29472623242.0,31849513771.0,33499799321.0,36256160289.0,44465255686.0,53645202423.0,52448332874.0,52797582336.0,50973526900.0,52888800950.0,55875863392.0,73531550551.0,91594751792.0,109000000000.0,119000000000.0,141000000000.0,128000000000.0,113000000000.0,89214114708.0,103000000000.0,134000000000.0,132000000000.0,127000000000.0,134000000000.0,135000000000.0,126000000000.0,130000000000.0,140000000000.0,172000000000.0,197000000000.0,205000000000.0,217000000000.0,256000000000.0,286000000000.0,253000000000.0,249000000000.0,276000000000.0,258000000000.0,271000000000.0,275000000000.0,235000000000.0,241000000000.0,256000000000.0,276000000000.0,269000000000.0,272000000000.0,296000000000.0,282000000000.0,300000000000.0,Europe & Central Asia,High income
Fiji,FJI,112328422.1,116987784.9,122906435.0,129454728.6,140032741.5,147084750.0,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656648.7,425950487.5,558587097.4,684282434.4,694540806.4,719501765.8,829267889.4,1019691460.0,1202618816.0,1235626771.0,1194059943.0,1123085190.0,1178000678.0,1141168944.0,1290267340.0,1177947965.0,1110009523.0,1182660266.0,1337017559.0,1383883250.0,1532411039.0,1636101247.0,1825732093.0,1970301486.0,2128696644.0,2090221137.0,1653146717.0,1936459986.0,1678219508.0,1652462023.0,1833279985.0,2300492465.0,2708078477.0,2980403845.0,3076305453.0,3378314600.0,3523185920.0,2870624636.0,3140166713.0,3779411899.0,3972028104.0,4189967999.0,4857104769.0,4682479894.0,4930213644.0,5353469174.0,5581425327.0,5444407198.0,4432466220.0,4305031650.0,4979979531.0,5494797541.0,East Asia & Pacific,Upper middle income
France,FRA,62225478001.0,67461644222.0,75607529810.0,84759195106.0,94007851047.0,102000000000.0,110000000000.0,119000000000.0,130000000000.0,142000000000.0,148000000000.0,166000000000.0,203000000000.0,264000000000.0,286000000000.0,361000000000.0,372000000000.0,410000000000.0,507000000000.0,614000000000.0,701000000000.0,616000000000.0,585000000000.0,560000000000.0,531000000000.0,553000000000.0,771000000000.0,934000000000.0,1020000000000.0,1030000000000.0,1270000000000.0,1270000000000.0,1400000000000.0,1320000000000.0,1390000000000.0,1600000000000.0,1610000000000.0,1450000000000.0,1500000000000.0,1490000000000.0,1370000000000.0,1380000000000.0,1500000000000.0,1840000000000.0,2120000000000.0,2200000000000.0,2320000000000.0,2660000000000.0,2930000000000.0,2700000000000.0,2650000000000.0,2870000000000.0,2680000000000.0,2810000000000.0,2860000000000.0,2440000000000.0,2470000000000.0,2600000000000.0,2790000000000.0,2730000000000.0,2650000000000.0,2960000000000.0,2780000000000.0,3030000000000.0,Europe & Central Asia,High income
Faroe Islands,FRO,,,,,,57954522.42,64397131.08,66225403.56,65186666.67,70106666.67,84933333.33,99219082.85,119335897.8,161236465.8,196771070.9,227404436.0,270470345.4,347798304.6,397833034.9,448568492.7,493014300.0,456244919.0,444047495.3,486605127.7,426008864.7,459307281.2,688914288.9,886508622.3,968576956.9,871935350.4,960805408.9,909253214.8,912670413.3,760957189.8,758739178.6,901404709.8,989536914.7,933763083.4,1104744235.0,1127684827.0,1067109531.0,1160268212.0,1275093689.0,1501941581.0,1724770771.0,1759739599.0,2017680835.0,2339015313.0,2489873250.0,2296065170.0,2331796784.0,2505740669.0,2427200389.0,2690110521.0,2914012679.0,2573905971.0,2813278869.0,2980057378.0,3188600927.0,3266432734.0,3262045883.0,3655063938.0,3555929833.0,3555929833.0,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,19885925.98,21783157.57,25100928.16,34821467.36,46095174.94,46119184.11,46813192.58,47305559.69,53656834.28,60270778.33,64186644.25,76472529.41,80055705.88,84110352.94,84676117.65,101931941.2,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,325000000.0,359000000.0,392000000.0,394000000.0,372000000.0,390000000.0,430000000.0,460000000.0,East Asia & Pacific,Lower middle income
Gabon,GAB,141468977.8,167637907.1,182796536.3,154480244.1,215679855.3,226474285.8,245849781.3,271543680.0,294468564.2,318124701.5,323802475.5,381687072.6,430508358.5,722780701.3,1544216002.0,2157592940.0,3009409974.0,2809349069.0,2389479272.0,3030251120.0,4279637942.0,3862269121.0,3618007841.0,3391275732.0,3561451561.0,3339914757.0,3403638189.0,3281797043.0,3834503376.0,4186411464.0,5952293765.0,5402919785.0,5592390827.0,4378645081.0,4190819344.0,4958845648.0,5694040003.0,5326817115.0,4483417310.0,4662992036.0,5080483629.0,5023265413.0,5335451100.0,6511903365.0,7770219008.0,9582783991.0,10327598306.0,12455409587.0,15571348344.0,12113699068.0,14372593020.0,18210307744.0,17170464016.0,17595744798.0,18203966896.0,14383107763.0,14023890265.0,14929487485.0,16867326390.0,16874405460.0,15314577168.0,20217946921.0,21071739228.0,20516134389.0,Sub-Saharan Africa,Upper middle income
